epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,24503.8,0.82677,0.53457,1.0893,0.77974,0.756,0.76954,0.55764,0.52784,0.83629,0.53066,1.10652,0.001882,0.001882,0.001882
84,24739.7,0.82345,0.53124,1.08681,0.7801,0.7564,0.77031,0.55866,0.52844,0.83577,0.53023,1.10609,0.001783,0.001783,0.001783
85,24971.9,0.82018,0.52725,1.08461,0.78011,0.75735,0.77098,0.5605,0.52931,0.83517,0.52968,1.10554,0.001684,0.001684,0.001684
86,25274.7,0.81757,0.52593,1.08413,0.78107,0.75718,0.77146,0.56119,0.52962,0.83468,0.52913,1.10517,0.001585,0.001585,0.001585
87,25596.4,0.81597,0.52334,1.08145,0.78069,0.75842,0.77159,0.5614,0.53009,0.83409,0.52871,1.10473,0.001486,0.001486,0.001486
88,25918.7,0.81297,0.52213,1.08078,0.77826,0.7608,0.77233,0.56092,0.53051,0.83359,0.52835,1.10431,0.001387,0.001387,0.001387
89,26240.4,0.80762,0.51776,1.07519,0.78134,0.75959,0.77303,0.56177,0.53117,0.83302,0.52797,1.10384,0.001288,0.001288,0.001288
90,26563.2,0.80787,0.51704,1.07736,0.78242,0.75921,0.77331,0.5632,0.53164,0.83249,0.52747,1.10347,0.001189,0.001189,0.001189
91,26895.1,0.77959,0.48242,1.06878,0.78354,0.75832,0.77401,0.56248,0.53215,0.83208,0.52719,1.10304,0.00109,0.00109,0.00109
92,27213.1,0.77091,0.4747,1.06295,0.78619,0.75815,0.77456,0.5634,0.53272,0.83172,0.52666,1.10271,0.000991,0.000991,0.000991
93,27529.9,0.76503,0.47057,1.05793,0.78589,0.75917,0.7756,0.56441,0.53334,0.83128,0.52612,1.10231,0.000892,0.000892,0.000892
94,27846.4,0.76059,0.46701,1.05623,0.78538,0.7604,0.77634,0.56476,0.53412,0.83087,0.52546,1.1019,0.000793,0.000793,0.000793
95,28162.6,0.75587,0.46315,1.05193,0.78612,0.76047,0.77695,0.56604,0.53493,0.83014,0.52475,1.10134,0.000694,0.000694,0.000694
96,28478.8,0.75114,0.4603,1.04795,0.78701,0.76131,0.77793,0.56683,0.53553,0.82969,0.52394,1.10088,0.000595,0.000595,0.000595
97,28794.9,0.74823,0.45763,1.04675,0.78728,0.76123,0.77816,0.56737,0.53617,0.82922,0.52327,1.10054,0.000496,0.000496,0.000496
98,29071.3,0.74406,0.45398,1.04518,0.78857,0.76081,0.77863,0.56766,0.53665,0.82857,0.5227,1.10006,0.000397,0.000397,0.000397
99,29306.4,0.74016,0.4509,1.0415,0.75912,0.7637,0.77913,0.56896,0.53706,0.82807,0.52213,1.09967,0.000298,0.000298,0.000298
100,29539.6,0.7358,0.4488,1.03953,0.76125,0.76458,0.77908,0.56932,0.53765,0.82763,0.52145,1.09921,0.000199,0.000199,0.000199


测试集指标：
精确率 (Precision): 0.762召回率 (Recall): 0.7648mAP@0.5: 0.7797mAP@0.5:0.95: 0.5380F1 分数: 0.7635

