epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,19393,0.82249,0.52726,1.09076,0.78725,0.76154,0.77823,0.56613,0.5341,0.83338,0.52053,1.11183,0.001981,0.001981,0.001981
83,19625.3,0.82253,0.5282,1.09263,0.78904,0.76094,0.77872,0.56709,0.53493,0.83284,0.52011,1.11131,0.001882,0.001882,0.001882
84,19857,0.81936,0.52478,1.08927,0.78896,0.76199,0.77909,0.56776,0.53516,0.83225,0.51967,1.11081,0.001783,0.001783,0.001783
85,20089.2,0.81574,0.52094,1.08797,0.79024,0.76229,0.77945,0.5683,0.53567,0.83175,0.51924,1.1103,0.001684,0.001684,0.001684
86,20322,0.81413,0.51937,1.08738,0.7902,0.76391,0.78003,0.56868,0.53629,0.83117,0.51878,1.10979,0.001585,0.001585,0.001585
87,20554.5,0.81351,0.51735,1.08544,0.7909,0.76352,0.78058,0.56907,0.53688,0.83066,0.51827,1.10932,0.001486,0.001486,0.001486
88,20786.5,0.80849,0.51504,1.08353,0.79217,0.764,0.78193,0.56972,0.53771,0.83008,0.51773,1.10886,0.001387,0.001387,0.001387
89,21018.5,0.80352,0.51108,1.07877,0.79188,0.76619,0.78265,0.57066,0.53827,0.82949,0.51727,1.10834,0.001288,0.001288,0.001288
90,21249.8,0.80481,0.51003,1.08138,0.79265,0.76627,0.7835,0.57175,0.53912,0.82894,0.51672,1.10786,0.001189,0.001189,0.001189
91,21489.3,0.77766,0.47497,1.0748,0.79193,0.76809,0.78383,0.57292,0.53957,0.82852,0.51626,1.10745,0.00109,0.00109,0.00109
92,21719.6,0.76778,0.4678,1.06738,0.79144,0.76873,0.78356,0.57327,0.54002,0.828,0.51559,1.10694,0.000991,0.000991,0.000991
93,21949.8,0.76234,0.46344,1.06403,0.79229,0.76864,0.78393,0.57361,0.54097,0.8274,0.515,1.10644,0.000892,0.000892,0.000892
94,22178.9,0.75885,0.46115,1.06311,0.79297,0.76835,0.78458,0.57403,0.54123,0.82692,0.51437,1.106,0.000793,0.000793,0.000793
95,22407.9,0.75489,0.45759,1.05893,0.7934,0.76831,0.78465,0.57481,0.54179,0.82642,0.51372,1.10555,0.000694,0.000694,0.000694
96,22639.3,0.74819,0.45315,1.05406,0.79615,0.7671,0.78475,0.57476,0.5421,0.82586,0.51301,1.10505,0.000595,0.000595,0.000595
97,22868.7,0.74538,0.45083,1.05207,0.79677,0.7685,0.78543,0.57512,0.54262,0.82536,0.51237,1.10461,0.000496,0.000496,0.000496
98,23098.3,0.74163,0.44732,1.05189,0.79859,0.768,0.78567,0.57528,0.54323,0.82489,0.51165,1.10419,0.000397,0.000397,0.000397
99,23331.8,0.73705,0.44474,1.04719,0.80067,0.76676,0.78603,0.57532,0.54372,0.82448,0.51104,1.10376,0.000298,0.000298,0.000298
100,23569.2,0.73407,0.44171,1.04498,0.80179,0.76732,0.78662,0.57615,0.54437,0.82391,0.5103,1.10326,0.000199,0.000199,0.000199
