-0.314,0.024,-0.929,1.343,1.892,-9.705,-178.984,38.21,-166.657
-0.313,0.018,-0.937,1.099,2.319,-8.911,-178.726,38.128,-165.114
-0.311,0.029,-0.942,0.488,1.526,-7.996,-178.533,38.04,-163.674
-0.301,0.025,-0.933,1.648,-0.122,-8.179,-178.297,37.991,-162.246
-0.322,0.018,-0.933,2.869,-1.343,-9.827,-178.011,38.024,-160.818
-0.306,0.006,-0.939,0.549,0.427,-7.812,-177.742,38.029,-159.412
-0.311,0.015,-0.932,0.427,-0.671,-7.385,-177.567,38.035,-158.088
-0.319,0.02,-0.929,1.343,0.916,-7.874,-177.38,38.018,-156.808
-0.326,0.014,-0.932,3.296,1.465,-9.033,-177.105,37.936,-155.522
-0.317,0.0,-0.932,2.502,1.892,-8.545,-176.776,37.842,-154.188
-0.309,-0.014,-0.925,3.967,1.404,-11.108,-176.424,37.749,-152.858
-0.341,-0.028,-0.922,1.892,1.221,-11.719,-176.072,37.716,-151.479
-0.341,-0.035,-0.923,0.977,5.371,-11.719,-175.781,37.551,-150.084
-0.306,-0.021,-0.94,-2.136,8.118,-10.742,-175.66,37.205,-148.771
-0.291,-0.022,-0.941,-4.15,4.578,-12.634,-175.578,36.909,-147.343
-0.294,-0.016,-0.947,-4.7,4.7,-11.108,-175.583,36.678,-145.997
-0.29,-0.006,-0.949,-4.639,1.404,-10.925,-175.6,36.524,-144.668
-0.284,-0.002,-0.964,-3.784,1.221,-9.521,-175.638,36.453,-143.427
-0.256,-0.008,-0.945,-2.136,-7.141,-8.301,-175.622,36.513,-142.273
-0.319,0.0,-0.936,-1.221,-9.399,-4.15,-175.605,36.903,-141.306
-0.326,-0.026,-0.928,0.916,-6.042,-5.981,-175.507,37.216,-140.444
-0.339,-0.033,-0.918,-0.977,-6.226,-7.202,-175.391,37.513,-139.46
-0.358,-0.025,-0.914,-3.54,-3.784,-6.042,-175.391,37.771,-138.51
-0.367,-0.014,-0.909,-2.625,-1.953,-5.31,-175.435,37.941,-137.626
-0.334,0.0,-0.919,-0.916,2.991,1.343,-175.518,37.919,-136.994
-0.305,-0.012,-0.917,0.0,0.793,0.793,-175.556,37.864,-136.505
-0.336,-0.007,-0.935,0.0,-1.953,-1.16,-175.545,37.963,-135.939
-0.333,-0.011,-0.928,0.977,-4.089,-1.099,-175.501,38.095,-135.385
-0.36,-0.018,-0.921,1.953,-3.54,1.892,-175.435,38.309,-134.934
-0.336,-0.019,-0.911,0.061,-0.305,3.601,-175.424,38.392,-134.626
-0.356,-0.008,-0.92,0.854,-0.488,3.784,-175.468,38.441,-134.341
-0.324,-0.009,-0.927,-0.793,4.028,4.517,-175.54,38.353,-134.127
-0.313,-0.006,-0.928,0.0,2.38,1.16,-175.6,38.21,-133.835
-0.325,0.001,-0.932,0.977,1.831,0.244,-175.605,38.123,-133.467
-0.322,-0.009,-0.925,2.258,2.93,1.038,-175.534,38.002,-133.099
-0.316,-0.026,-0.927,2.686,3.113,1.038,-175.413,37.842,-132.781
-0.322,-0.024,-0.928,1.465,3.357,3.662,-175.358,37.694,-132.545
-0.327,-0.011,-0.929,3.967,3.479,5.493,-175.292,37.518,-132.418
-0.315,-0.028,-0.933,4.578,5.005,7.751,-175.177,37.315,-132.402
-0.292,0.015,-0.935,7.629,4.517,9.033,-175.056,37.101,-132.468
-0.294,-0.015,-0.926,12.085,-0.916,11.353,-174.721,37.04,-132.698
-0.292,-0.056,-0.957,10.559,4.028,4.456,-174.315,36.947,-132.841
-0.281,-0.068,-0.936,4.333,-2.991,-2.38,-173.941,36.881,-132.556
-0.326,-0.055,-0.927,2.258,-3.967,-0.427,-173.743,37.046,-132.193
-0.347,-0.055,-0.934,1.831,6.287,1.404,-173.628,37.018,-131.962
-0.301,-0.062,-0.922,1.282,9.033,1.221,-173.557,36.645,-131.776
-0.289,-0.042,-0.936,0.977,10.62,5.554,-173.573,36.233,-131.704
-0.253,-0.048,-0.949,1.77,10.132,4.272,-173.568,35.739,-131.726
-0.255,-0.051,-0.958,2.502,4.883,2.808,-173.491,35.387,-131.627
-0.258,-0.053,-0.946,1.587,4.15,4.15,-173.441,35.162,-131.572
-0.25,-0.052,-0.941,0.916,4.089,1.465,-173.425,34.931,-131.473
-0.265,-0.054,-0.964,1.465,4.944,0.488,-173.353,34.7,-131.243
-0.233,-0.058,-0.952,0.793,1.587,2.502,-173.331,34.486,-131.155
-0.263,-0.048,-0.954,-1.16,0.977,3.296,-173.375,34.42,-131.061
-0.231,-0.04,-0.94,-0.244,2.197,-1.282,-173.436,34.266,-130.913
-0.26,-0.039,-0.95,0.61,-0.977,-2.075,-173.392,34.228,-130.605
-0.264,-0.049,-0.952,0.183,2.502,0.0,-173.364,34.146,-130.391
-0.24,-0.05,-0.945,0.854,1.16,-2.441,-173.326,34.019,-130.122
-0.258,-0.053,-0.953,0.244,0.549,-1.648,-173.265,33.964,-129.842
-0.255,-0.056,-0.952,1.038,0.854,-1.892,-173.216,33.909,-129.589
-0.25,-0.056,-0.957,0.061,1.526,-0.366,-173.167,33.849,-129.337
-0.23,-0.06,-0.951,-1.099,1.282,-1.892,-173.167,33.739,-129.128
-0.253,-0.052,-0.958,-2.38,-0.549,-2.502,-173.216,33.706,-128.831
-0.249,-0.046,-0.953,-3.174,1.526,-2.502,-173.309,33.635,-128.518
-0.246,-0.043,-0.947,-2.319,1.282,-3.662,-173.392,33.552,-128.183
-0.249,-0.037,-0.953,-4.15,0.732,-3.54,-173.496,33.503,-127.842
-0.237,-0.014,-0.968,-2.747,1.282,-4.456,-173.622,33.426,-127.491
-0.229,-0.031,-0.956,0.427,-5.493,-6.836,-173.546,33.519,-127.002
-0.256,-0.034,-0.943,0.305,-4.272,-5.92,-173.469,33.723,-126.562
-0.255,-0.046,-0.944,0.549,-3.357,-6.47,-173.359,33.854,-126.074
-0.275,-0.042,-0.95,1.648,-0.916,-3.052,-173.254,33.97,-125.662
-0.255,-0.054,-0.945,3.601,0.244,-1.953,-173.106,33.97,-125.403
-0.263,-0.054,-0.944,2.563,-1.038,-0.122,-172.952,34.003,-125.228
-0.263,-0.062,-0.952,2.502,0.183,-2.258,-172.809,34.019,-125.03
-0.254,-0.08,-0.945,0.0,0.366,-2.502,-172.689,33.997,-124.75
-0.259,-0.081,-0.95,-3.357,0.977,-3.967,-172.716,33.953,-124.492
-0.253,-0.065,-0.948,-5.798,1.648,-5.31,-172.859,33.865,-124.091
-0.252,-0.05,-0.958,-5.31,1.587,-3.906,-173.046,33.777,-123.745
-0.251,-0.047,-0.952,-2.38,-0.427,-1.343,-173.183,33.745,-123.552
-0.254,-0.046,-0.949,-2.441,0.366,-1.526,-173.276,33.734,-123.36
-0.252,-0.047,-0.946,-2.502,0.61,-2.197,-173.359,33.695,-123.14
-0.267,-0.043,-0.95,-2.075,1.77,-2.502,-173.436,33.64,-122.882
-0.246,-0.048,-0.955,-3.357,4.395,-1.831,-173.557,33.459,-122.717
-0.243,-0.038,-0.949,-5.005,4.456,-3.174,-173.727,33.234,-122.454
-0.273,-0.036,-0.945,-4.395,6.409,-7.874,-173.903,32.986,-122.058
-0.238,-0.045,-0.941,-7.935,12.573,-11.108,-174.084,32.492,-121.459
-0.217,-0.045,-0.964,-5.92,14.465,-9.583,-174.282,31.849,-120.762
-0.132,-0.045,-0.967,-13.123,5.371,-2.563,-174.639,31.278,-120.284
-0.164,0.01,-0.979,-12.207,-1.343,1.221,-175.243,31.168,-120.064
-0.213,0.021,-0.969,-6.348,-3.479,3.54,-175.644,31.317,-119.921
-0.203,0.022,-0.945,-3.357,-4.272,2.93,-175.935,31.443,-119.954
-0.268,0.006,-0.952,-3.723,-4.15,-2.93,-176.061,31.701,-119.713
-0.258,0.019,-0.957,-3.662,0.0,-1.831,-176.243,31.789,-119.427
-0.234,0.004,-0.951,-5.554,1.038,-3.601,-176.418,31.789,-119.07
-0.212,0.029,-0.952,-5.066,1.343,-1.709,-176.671,31.734,-118.773
-0.232,0.044,-0.959,2.563,-0.671,5.127,-176.748,31.761,-118.713
-0.222,0.029,-0.96,5.554,0.916,10.803,-176.666,31.75,-118.993
-0.203,0.004,-0.953,6.287,-1.831,8.545,-176.451,31.75,-119.301
-0.227,0.017,-0.951,4.639,-3.54,9.888,-176.342,31.899,-119.652
-0.231,-0.006,-0.963,5.188,2.075,4.272,-176.155,31.888,-119.828
-0.208,-0.017,-0.972,4.639,2.258,3.296,-175.913,31.772,-119.8
-0.191,-0.012,-0.959,2.93,1.038,4.15,-175.787,31.663,-119.883
-0.227,-0.021,-0.962,2.991,-0.122,0.977,-175.644,31.668,-119.828
-0.222,-0.022,-0.963,0.793,2.014,3.845,-175.573,31.608,-119.811
-0.212,-0.021,-0.955,-0.549,4.7,2.136,-175.567,31.432,-119.811
-0.188,-0.005,-0.968,-2.502,4.089,2.502,-175.666,31.196,-119.822
-0.203,0.013,-0.961,-2.319,1.404,1.526,-175.787,31.108,-119.751
-0.193,0.02,-0.965,0.244,1.77,-2.625,-175.836,31.009,-119.608
-0.182,-0.033,-0.969,0.122,0.061,-6.775,-175.704,30.932,-119.196
-0.209,-0.03,-0.985,-5.737,0.854,-8.545,-175.787,30.888,-118.68
-0.166,0.009,-0.969,-6.47,-1.221,-9.155,-176.006,30.85,-118.07
-0.178,-0.008,-0.974,-5.188,-2.563,-7.385,-176.188,30.921,-117.57
-0.181,0.016,-0.964,-7.935,-5.554,-5.493,-176.462,31.064,-117.169
-0.233,0.026,-0.947,-6.958,-5.798,-5.676,-176.759,31.328,-116.801
-0.236,0.033,-0.95,-7.751,-2.38,-8.423,-177.039,31.52,-116.351
-0.22,0.047,-0.953,-7.141,0.183,-8.423,-177.33,31.569,-115.834
-0.217,0.054,-0.963,-7.507,-1.465,-9.216,-177.621,31.608,-115.296
-0.202,0.039,-0.95,-5.066,-1.587,-10.376,-177.814,31.685,-114.675
-0.216,0.044,-0.958,-5.249,-1.16,-12.573,-177.973,31.778,-114.022
-0.205,0.021,-0.962,-3.662,2.991,-18.921,-177.995,31.745,-113.088
-0.198,0.006,-0.979,-7.019,5.981,-20.325,-178.028,31.542,-111.984
