epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,678.557,3.96485,5.47356,4.25314,0.00377,0.0069,0.00225,0.00012,0.00056,3.62961,inf,4.35187,0.00332508,0.00332508,0.00332508
2,959.045,2.48776,3.02473,2.73133,0.61159,0.16948,0.16262,0.08653,0.08871,1.8225,2.11834,2.11974,0.0065925,0.0065925,0.0065925
3,1276.86,1.70216,1.84654,1.83736,0.56498,0.28482,0.2741,0.15977,0.15518,1.52916,1.71743,1.72213,0.00979391,0.00979391,0.00979391
4,1570.43,1.45623,1.43564,1.57155,0.57878,0.37632,0.36064,0.20916,0.20834,1.3334,1.22489,1.53539,0.009703,0.009703,0.009703
5,1870.42,1.31213,1.17955,1.44413,0.59221,0.41767,0.41939,0.24809,0.24665,1.24918,1.0641,1.46132,0.009604,0.009604,0.009604
6,2187.25,1.24151,1.05734,1.38929,0.59279,0.46302,0.4663,0.28305,0.27872,1.17405,0.9538,1.40102,0.009505,0.009505,0.009505
7,2503.68,1.18998,0.97582,1.34898,0.64055,0.51761,0.51802,0.3196,0.31407,1.10396,0.8692,1.33917,0.009406,0.009406,0.009406
8,2790.69,1.14988,0.9206,1.31922,0.66501,0.53338,0.54385,0.34312,0.33322,1.0809,0.83988,1.31504,0.009307,0.009307,0.009307
9,3032.21,1.12857,0.88684,1.30189,0.65854,0.56206,0.57691,0.35912,0.3529,1.06904,0.80757,1.30197,0.009208,0.009208,0.009208
10,3271.82,1.10305,0.85533,1.28502,0.66722,0.59112,0.59682,0.38019,0.36975,1.04133,0.77916,1.28008,0.009109,0.009109,0.009109
11,3511.69,1.0862,0.82633,1.27118,0.66897,0.60006,0.61306,0.39717,0.38459,1.01794,0.75024,1.26211,0.00901,0.00901,0.00901
12,3752.82,1.07115,0.80914,1.25958,0.70142,0.61323,0.62484,0.41268,0.3964,1.00298,0.72838,1.24581,0.008911,0.008911,0.008911
13,4000.37,1.05783,0.79169,1.25178,0.69281,0.62438,0.6368,0.4214,0.40517,0.98563,0.71017,1.23528,0.008812,0.008812,0.008812
14,4242.63,1.04797,0.77364,1.24201,0.69672,0.6398,0.64931,0.42899,0.41454,0.97412,0.69122,1.22824,0.008713,0.008713,0.008713
15,4483.94,1.03169,0.75705,1.233,0.69676,0.65779,0.66106,0.43397,0.42173,0.96337,0.67709,1.22032,0.008614,0.008614,0.008614
16,4724.65,1.02694,0.75078,1.22892,0.71616,0.65852,0.67033,0.44641,0.43178,0.952,0.66295,1.21082,0.008515,0.008515,0.008515
17,4965.11,1.01435,0.73583,1.22145,0.7236,0.66397,0.67539,0.45166,0.43641,0.94192,0.65391,1.20345,0.008416,0.008416,0.008416
18,5205.37,1.00862,0.72488,1.21538,0.72804,0.66966,0.68176,0.4619,0.44352,0.93646,0.64498,1.19795,0.008317,0.008317,0.008317
19,5445.87,1.00333,0.719,1.21378,0.72381,0.68866,0.69094,0.47007,0.45115,0.92826,0.63773,1.19069,0.008218,0.008218,0.008218
20,5685.92,0.99576,0.70919,1.20591,0.73595,0.68624,0.69588,0.47274,0.45495,0.9213,0.62685,1.18508,0.008119,0.008119,0.008119
21,5926.64,0.98992,0.70463,1.20524,0.73538,0.69173,0.70169,0.47926,0.46012,0.9155,0.61577,1.18183,0.00802,0.00802,0.00802
22,6166.47,0.98379,0.69558,1.19807,0.73226,0.69972,0.70662,0.48354,0.46445,0.91034,0.61151,1.17614,0.007921,0.007921,0.007921
23,6406.05,0.97913,0.68912,1.19632,0.74559,0.69822,0.71105,0.49108,0.4697,0.90376,0.60543,1.17293,0.007822,0.007822,0.007822
24,6646.83,0.97244,0.68442,1.19294,0.75066,0.70186,0.71783,0.4985,0.47497,0.89892,0.59909,1.16728,0.007723,0.007723,0.007723
25,6887.67,0.97063,0.68125,1.19007,0.74674,0.70994,0.71913,0.49908,0.47536,0.89817,0.59534,1.16688,0.007624,0.007624,0.007624
