epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,4874.11,0.99662,0.71911,1.19781,0.72071,0.66537,0.6794,0.46813,0.44483,0.91919,0.62757,1.1627,0.007723,0.007723,0.007723
25,5072.87,0.9955,0.71342,1.1953,0.72813,0.66896,0.68402,0.46886,0.44828,0.91535,0.62126,1.16036,0.007624,0.007624,0.007624
26,5271.37,0.9917,0.70689,1.19179,0.73444,0.67311,0.68776,0.47149,0.45192,0.91022,0.61612,1.15604,0.007525,0.007525,0.007525
27,5470.78,0.98771,0.70205,1.18922,0.73198,0.67852,0.69038,0.47556,0.45404,0.90947,0.61281,1.15456,0.007426,0.007426,0.007426
28,5670.01,0.98091,0.6958,1.18371,0.73454,0.68408,0.69691,0.48033,0.45909,0.90508,0.60818,1.15156,0.007327,0.007327,0.007327
29,5870.26,0.97633,0.6919,1.17936,0.73456,0.68879,0.69952,0.4821,0.46206,0.90254,0.60418,1.1492,0.007228,0.007228,0.007228
30,6069.64,0.97471,0.68685,1.17713,0.74095,0.68496,0.70143,0.48612,0.4639,0.89883,0.60047,1.14655,0.007129,0.007129,0.007129
31,6269.81,0.96993,0.68297,1.177,0.74108,0.69043,0.70165,0.48754,0.46493,0.89536,0.59753,1.14355,0.00703,0.00703,0.00703
32,6468.98,0.9678,0.67783,1.17424,0.74569,0.6926,0.70545,0.48979,0.4673,0.89322,0.59408,1.14205,0.006931,0.006931,0.006931
33,6668.61,0.96704,0.67589,1.17264,0.74314,0.69669,0.70692,0.49148,0.46952,0.891,0.59068,1.14029,0.006832,0.006832,0.006832
34,6868.09,0.96241,0.67169,1.17102,0.75041,0.69574,0.70962,0.49543,0.47187,0.88929,0.58778,1.139,0.006733,0.006733,0.006733
35,7068.02,0.95908,0.66838,1.16837,0.75024,0.69969,0.71121,0.4991,0.47414,0.88708,0.58569,1.13749,0.006634,0.006634,0.006634
36,7267.85,0.95751,0.66475,1.16701,0.74684,0.70298,0.71408,0.50036,0.47622,0.88547,0.58321,1.13626,0.006535,0.006535,0.006535
37,7467.56,0.95265,0.6593,1.16344,0.74837,0.70469,0.71532,0.50194,0.47747,0.88357,0.581,1.13511,0.006436,0.006436,0.006436
38,7668.11,0.95018,0.65629,1.16112,0.75138,0.70563,0.71709,0.50257,0.47878,0.88197,0.57867,1.13386,0.006337,0.006337,0.006337
39,7869.42,0.94714,0.65341,1.1606,0.7534,0.70719,0.71851,0.50352,0.48022,0.88097,0.5773,1.13291,0.006238,0.006238,0.006238
40,8073.77,0.94524,0.65128,1.15924,0.75566,0.70814,0.72004,0.50626,0.48142,0.87996,0.57585,1.13196,0.006139,0.006139,0.006139
41,8274.35,0.94393,0.64829,1.1565,0.75822,0.70718,0.72122,0.50688,0.48239,0.87891,0.57407,1.13091,0.00604,0.00604,0.00604
42,8472.95,0.93883,0.64633,1.15425,0.75838,0.70869,0.72267,0.50911,0.48364,0.87783,0.57262,1.13004,0.005941,0.005941,0.005941
43,8671.51,0.93836,0.64136,1.15142,0.75801,0.70968,0.7236,0.51041,0.48458,0.87678,0.57158,1.1292,0.005842,0.005842,0.005842
44,8870.16,0.93533,0.63775,1.15031,0.75767,0.71178,0.72466,0.51144,0.48526,0.8761,0.57031,1.12862,0.005743,0.005743,0.005743
45,9069.69,0.9346,0.6371,1.15023,0.75993,0.71227,0.72543,0.51246,0.4859,0.87515,0.56905,1.12775,0.005644,0.005644,0.005644
46,9268.73,0.93355,0.63412,1.14913,0.76119,0.71323,0.72662,0.51361,0.48676,0.87442,0.56798,1.12713,0.005545,0.005545,0.005545
47,9469.02,0.93046,0.63159,1.14754,0.76387,0.71326,0.72784,0.51327,0.48723,0.87351,0.56698,1.12649,0.005446,0.005446,0.005446
48,9668.28,0.92877,0.63034,1.14649,0.76229,0.71487,0.72886,0.51408,0.488,0.87287,0.56575,1.12597,0.005347,0.005347,0.005347
49,9867.85,0.92511,0.62736,1.14395,0.7637,0.71514,0.72986,0.5154,0.48894,0.87209,0.5646,1.12522,0.005248,0.005248,0.005248
50,10066.7,0.92249,0.62376,1.14287,0.76259,0.71825,0.73038,0.51598,0.48959,0.87122,0.56371,1.12453,0.005149,0.005149,0.005149
51,10266,0.92143,0.62129,1.14106,0.76439,0.71796,0.731,0.51832,0.4904,0.87056,0.56276,1.12396,0.00505,0.00505,0.00505
52,10465.1,0.91821,0.61962,1.1396,0.763,0.72029,0.73305,0.5189,0.49099,0.86998,0.56181,1.12344,0.004951,0.004951,0.004951
53,10663.7,0.91477,0.61475,1.13889,0.76429,0.71934,0.73366,0.51963,0.49202,0.86942,0.56095,1.12296,0.004852,0.004852,0.004852
54,10863.1,0.91241,0.61233,1.13528,0.76371,0.72135,0.7345,0.52028,0.49248,0.86896,0.5601,1.1226,0.004753,0.004753,0.004753
55,11061.6,0.91247,0.6109,1.13665,0.76656,0.71996,0.73511,0.52108,0.49289,0.86837,0.55918,1.12217,0.004654,0.004654,0.004654
56,11261,0.91199,0.61134,1.13736,0.76684,0.71977,0.73563,0.5206,0.49322,0.86772,0.55831,1.12166,0.004555,0.004555,0.004555
57,11460.3,0.90885,0.6089,1.13468,0.76628,0.7204,0.73594,0.52169,0.49369,0.86715,0.55744,1.12117,0.004456,0.004456,0.004456
58,11661.8,0.90519,0.60549,1.13311,0.76891,0.71955,0.73677,0.52203,0.49428,0.86662,0.55655,1.12074,0.004357,0.004357,0.004357
59,11862.2,0.90749,0.60479,1.13228,0.77005,0.72056,0.73774,0.52282,0.49507,0.86616,0.55577,1.12024,0.004258,0.004258,0.004258
60,12062.2,0.9027,0.60006,1.12817,0.77262,0.71978,0.73833,0.52357,0.49562,0.86556,0.55507,1.11975,0.004159,0.004159,0.004159
61,12261.1,0.90176,0.60146,1.12863,0.77155,0.72054,0.73855,0.52417,0.49616,0.86505,0.5542,1.11923,0.00406,0.00406,0.00406
62,12460,0.89748,0.59477,1.12427,0.7711,0.72129,0.73898,0.52548,0.49672,0.86453,0.55332,1.11873,0.003961,0.003961,0.003961
63,12660,0.89581,0.59413,1.12544,0.77032,0.72297,0.73953,0.52498,0.49716,0.86409,0.55252,1.11833,0.003862,0.003862,0.003862
64,12859.2,0.89656,0.5941,1.12398,0.77069,0.72381,0.73983,0.52553,0.49753,0.86348,0.55169,1.11776,0.003763,0.003763,0.003763
65,13059.5,0.89025,0.59023,1.12249,0.7707,0.72414,0.74044,0.52689,0.49817,0.86294,0.55086,1.11721,0.003664,0.003664,0.003664
66,13259,0.89118,0.58764,1.12189,0.77078,0.72486,0.7409,0.52756,0.49891,0.86217,0.55002,1.11666,0.003565,0.003565,0.003565
67,13458.8,0.88679,0.58438,1.11783,0.77158,0.72441,0.74136,0.5285,0.49964,0.86154,0.54927,1.11613,0.003466,0.003466,0.003466
68,13658.3,0.88726,0.58536,1.11902,0.77145,0.72476,0.74192,0.52853,0.50011,0.8609,0.54856,1.11559,0.003367,0.003367,0.003367
69,13857.4,0.88634,0.58358,1.11782,0.77235,0.7257,0.74331,0.52936,0.50095,0.86029,0.54775,1.11508,0.003268,0.003268,0.003268
70,14056.5,0.88392,0.58166,1.11797,0.77248,0.72631,0.74369,0.52993,0.50165,0.85965,0.54695,1.11453,0.003169,0.003169,0.003169
71,14255.5,0.88074,0.58004,1.11444,0.77367,0.72659,0.74484,0.53099,0.50212,0.85923,0.54612,1.11421,0.00307,0.00307,0.00307
72,14454.7,0.8784,0.57609,1.11355,0.77372,0.72851,0.74576,0.53272,0.50291,0.85866,0.54527,1.11365,0.002971,0.002971,0.002971
73,14652.7,0.8766,0.5748,1.11184,0.77385,0.72905,0.74625,0.53414,0.50382,0.85813,0.54447,1.11325,0.002872,0.002872,0.002872
74,14851.9,0.87378,0.57166,1.11002,0.77661,0.72825,0.74704,0.53494,0.50453,0.85746,0.5438,1.11271,0.002773,0.002773,0.002773
75,15050.9,0.87246,0.57099,1.11181,0.77574,0.72977,0.7476,0.53562,0.50502,0.85695,0.54322,1.11227,0.002674,0.002674,0.002674
76,15251,0.87141,0.56928,1.10847,0.77587,0.73003,0.74846,0.53634,0.50571,0.8562,0.54252,1.11173,0.002575,0.002575,0.002575
77,15454.7,0.87061,0.56836,1.10692,0.7778,0.72915,0.74895,0.53724,0.50646,0.8557,0.54185,1.11125,0.002476,0.002476,0.002476
78,15659,0.86755,0.56247,1.10775,0.77967,0.72808,0.74939,0.53788,0.50699,0.85509,0.54121,1.11078,0.002377,0.002377,0.002377
79,15860.1,0.86609,0.56397,1.10609,0.77898,0.73004,0.74969,0.53812,0.50781,0.85438,0.54062,1.11023,0.002278,0.002278,0.002278
80,16058.9,0.86586,0.56231,1.10665,0.78026,0.73246,0.75051,0.539,0.50842,0.85384,0.53984,1.10977,0.002179,0.002179,0.002179
81,16258.2,0.85812,0.5566,1.1015,0.78275,0.73154,0.75139,0.53912,0.50891,0.85323,0.53921,1.10931,0.00208,0.00208,0.00208
82,16457.1,0.85863,0.55487,1.10124,0.78191,0.73321,0.75217,0.53911,0.50934,0.85258,0.53861,1.10884,0.001981,0.001981,0.001981
83,16657,0.85766,0.55523,1.10117,0.78614,0.73192,0.75293,0.54065,0.51014,0.85198,0.53816,1.10835,0.001882,0.001882,0.001882
84,16856,0.85459,0.55174,1.09778,0.78535,0.73316,0.75343,0.54109,0.51078,0.85144,0.53754,1.1079,0.001783,0.001783,0.001783
85,17055.5,0.85067,0.54836,1.09757,0.78585,0.73416,0.75388,0.54182,0.51134,0.85093,0.53683,1.10751,0.001684,0.001684,0.001684
86,17253.9,0.84925,0.5467,1.09689,0.78634,0.735,0.75445,0.5425,0.51194,0.85039,0.5363,1.1071,0.001585,0.001585,0.001585
87,17452.4,0.84815,0.54348,1.09447,0.78701,0.73502,0.75484,0.54316,0.51259,0.84975,0.53582,1.10665,0.001486,0.001486,0.001486
88,17650.9,0.84369,0.54298,1.09261,0.78702,0.73664,0.75513,0.54418,0.51329,0.84939,0.5353,1.10631,0.001387,0.001387,0.001387
89,17849.3,0.83893,0.53783,1.08847,0.78769,0.7375,0.75585,0.54487,0.51378,0.84877,0.5348,1.10587,0.001288,0.001288,0.001288
90,18048.2,0.84013,0.53711,1.09014,0.78849,0.73686,0.7563,0.54499,0.5143,0.84809,0.5342,1.10536,0.001189,0.001189,0.001189
91,18253.3,0.81312,0.50079,1.08719,0.79079,0.73671,0.75715,0.54568,0.51503,0.84751,0.53353,1.10492,0.00109,0.00109,0.00109
92,18449.5,0.80325,0.49391,1.08036,0.79133,0.73696,0.75749,0.54581,0.51527,0.84675,0.53276,1.10438,0.000991,0.000991,0.000991
93,18644.1,0.80028,0.4892,1.07634,0.79021,0.73824,0.75834,0.54711,0.51613,0.84609,0.53201,1.10387,0.000892,0.000892,0.000892
94,18841.1,0.7954,0.48635,1.07506,0.79129,0.73849,0.75912,0.54797,0.51669,0.84552,0.53139,1.10343,0.000793,0.000793,0.000793
95,19039.1,0.79094,0.48355,1.07162,0.79215,0.73843,0.75938,0.54869,0.51733,0.84478,0.53059,1.10289,0.000694,0.000694,0.000694
96,19236.1,0.78615,0.47807,1.06704,0.79387,0.73841,0.76036,0.55002,0.51813,0.84418,0.52985,1.10238,0.000595,0.000595,0.000595
97,19432.4,0.78302,0.47673,1.06532,0.79494,0.73872,0.76068,0.54989,0.51866,0.84351,0.52915,1.10186,0.000496,0.000496,0.000496
98,19628.9,0.77915,0.47306,1.06453,0.796,0.73869,0.76112,0.55128,0.51939,0.8429,0.52845,1.10134,0.000397,0.000397,0.000397
99,19824.7,0.77524,0.46948,1.06154,0.7954,0.7408,0.7621,0.55112,0.51987,0.84218,0.52768,1.10079,0.000298,0.000298,0.000298
100,20020,0.77233,0.46666,1.05915,0.79479,0.74198,0.763,0.55229,0.52084,0.84153,0.52683,1.10026,0.000199,0.000199,0.000199
