epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,246.076,3.92873,5.60187,4.24771,0.00109,0.01286,0.00059,3e-05,0.00013,3.71195,inf,5.23045,0.00332508,0.00332508,0.00332508
2,462.656,2.45881,3.01198,2.65814,0.66153,0.17206,0.15888,0.08235,0.08502,1.81235,2.11747,2.04735,0.0065925,0.0065925,0.0065925
3,666.623,1.7153,1.87755,1.81435,0.54992,0.27921,0.25654,0.14832,0.14494,1.51374,1.63649,1.71125,0.00979391,0.00979391,0.00979391
4,867.04,1.4655,1.45878,1.57049,0.59239,0.35189,0.34492,0.19988,0.19702,1.36997,1.26925,1.56026,0.009703,0.009703,0.009703
5,1066.25,1.32794,1.22131,1.44983,0.57676,0.43185,0.41032,0.25271,0.24555,1.2439,1.07267,1.4498,0.009604,0.009604,0.009604
6,1265.3,1.25938,1.10191,1.39543,0.63248,0.44319,0.44971,0.27519,0.26813,1.19315,0.99052,1.40076,0.009505,0.009505,0.009505
7,1464.03,1.20887,1.01706,1.35606,0.66017,0.48507,0.48593,0.30082,0.29463,1.13929,0.92173,1.35378,0.009406,0.009406,0.009406
8,1662.67,1.17197,0.96347,1.32899,0.67323,0.49925,0.50904,0.31995,0.31029,1.11455,0.87563,1.32618,0.009307,0.009307,0.009307
9,1862.47,1.15024,0.93062,1.31027,0.70965,0.5246,0.53993,0.33966,0.33114,1.08144,0.83861,1.29885,0.009208,0.009208,0.009208
10,2061.64,1.12611,0.89844,1.29399,0.67709,0.53927,0.5569,0.3539,0.34432,1.05761,0.80697,1.27975,0.009109,0.009109,0.009109
11,2262.44,1.10843,0.86926,1.27929,0.66977,0.55153,0.57008,0.35928,0.35129,1.03844,0.78324,1.26395,0.00901,0.00901,0.00901
12,2462.49,1.09334,0.84867,1.26729,0.66041,0.58788,0.59052,0.38361,0.37096,1.02293,0.76228,1.24717,0.008911,0.008911,0.008911
13,2662.62,1.08202,0.83236,1.25914,0.67352,0.5952,0.60228,0.38893,0.37789,1.01405,0.74733,1.23963,0.008812,0.008812,0.008812
14,2862.22,1.07327,0.81654,1.24933,0.68684,0.60604,0.61122,0.40068,0.38681,0.99461,0.72157,1.22665,0.008713,0.008713,0.008713
15,3061.82,1.05668,0.79859,1.23901,0.67251,0.61067,0.61969,0.4086,0.39436,0.983,0.71257,1.21612,0.008614,0.008614,0.008614
16,3261.91,1.05185,0.79036,1.23432,0.70592,0.62425,0.63653,0.42135,0.405,0.97379,0.69609,1.20834,0.008515,0.008515,0.008515
17,3461.35,1.03936,0.77302,1.22777,0.70253,0.62585,0.64161,0.42531,0.40994,0.96528,0.68053,1.19897,0.008416,0.008416,0.008416
18,3661.57,1.03401,0.76192,1.22206,0.69966,0.64079,0.65134,0.43266,0.41709,0.95475,0.67198,1.19345,0.008317,0.008317,0.008317
19,3860.94,1.02794,0.75603,1.21838,0.69813,0.642,0.65256,0.43734,0.41949,0.94911,0.66998,1.18686,0.008218,0.008218,0.008218
20,4061.94,1.02028,0.74611,1.21123,0.72103,0.64259,0.66078,0.44882,0.42796,0.94283,0.65486,1.18098,0.008119,0.008119,0.008119
21,4276.2,1.01553,0.74005,1.21054,0.71282,0.65427,0.66807,0.45079,0.4335,0.9363,0.64749,1.17695,0.00802,0.00802,0.00802
22,4476.63,1.00847,0.72982,1.20297,0.71495,0.6619,0.6736,0.45975,0.43905,0.92814,0.63792,1.1701,0.007921,0.007921,0.007921
23,4675.11,1.0052,0.72293,1.20092,0.72207,0.66213,0.67765,0.46095,0.44183,0.92445,0.63161,1.16662,0.007822,0.007822,0.007822
