epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,20687.3,1.94217,1.23603,2.22526,0.76493,0.71696,0.74086,0.53487,0.50482,1.87859,1.14614,2.24647,0.001882,0.001882,0.001882
84,20853.9,1.9379,1.22698,2.22006,0.76515,0.71636,0.74158,0.53542,0.50542,1.87732,1.14505,2.24548,0.001783,0.001783,0.001783
85,21018.3,1.92981,1.22079,2.21836,0.76451,0.71903,0.74225,0.5362,0.5061,1.87596,1.14384,2.24434,0.001684,0.001684,0.001684
86,21182.5,1.92533,1.21465,2.21675,0.76707,0.71833,0.74307,0.53723,0.50688,1.87479,1.14218,2.24331,0.001585,0.001585,0.001585
87,21347.5,1.92575,1.21174,2.21355,0.76947,0.71852,0.74368,0.53774,0.50759,1.87351,1.14085,2.24239,0.001486,0.001486,0.001486
88,21513.3,1.91445,1.20862,2.20971,0.77144,0.71846,0.74457,0.53817,0.50825,1.87241,1.13914,2.24132,0.001387,0.001387,0.001387
89,21678,1.90919,1.19911,2.19996,0.77225,0.71882,0.74536,0.53874,0.50906,1.87147,1.13755,2.24017,0.001288,0.001288,0.001288
90,21842.2,1.90695,1.19419,2.20403,0.77293,0.71992,0.7458,0.53901,0.50951,1.86987,1.13631,2.23903,0.001189,0.001189,0.001189
91,22013.3,1.8276,1.07584,2.20003,0.77354,0.7203,0.74654,0.5396,0.51009,1.86922,1.13498,2.23811,0.00109,0.00109,0.00109
92,22171.2,1.80889,1.05956,2.18905,0.77236,0.72172,0.74739,0.54054,0.51095,1.86796,1.1335,2.23671,0.000991,0.000991,0.000991
93,22330.4,1.80065,1.04887,2.18192,0.77296,0.72236,0.74807,0.54079,0.51176,1.86642,1.13184,2.23542,0.000892,0.000892,0.000892
94,22493.3,1.78987,1.04285,2.17936,0.77411,0.72242,0.74852,0.54217,0.51237,1.86493,1.12982,2.23422,0.000793,0.000793,0.000793
95,22660.5,1.78495,1.03648,2.17246,0.77226,0.72322,0.74907,0.54337,0.51308,1.86412,1.12749,2.23314,0.000694,0.000694,0.000694
96,22824.2,1.77475,1.02912,2.16479,0.77373,0.72336,0.74983,0.5441,0.51361,1.86287,1.12633,2.23204,0.000595,0.000595,0.000595
97,22990.3,1.76872,1.02105,2.16183,0.77368,0.72436,0.75067,0.54543,0.51436,1.86136,1.12404,2.23079,0.000496,0.000496,0.000496
98,23150.9,1.75787,1.01649,2.15956,0.77376,0.72521,0.75137,0.54598,0.51494,1.86022,1.12195,2.22996,0.000397,0.000397,0.000397
99,23308.5,1.75123,1.00966,2.15259,0.77668,0.72455,0.75208,0.54678,0.51544,1.85928,1.11964,2.22877,0.000298,0.000298,0.000298
100,23467.4,1.74754,1.00471,2.14943,0.77493,0.72679,0.75307,0.54729,0.51622,1.85793,1.11746,2.22771,0.000199,0.000199,0.000199
