epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,215.23,2.84157,3.49423,3.18161,0.66871,0.15134,0.14624,0.07256,0.07746,1.99606,2.26169,2.33906,0.00333127,0.00333127,0.00333127
2,420.069,1.78009,1.95593,1.94575,0.58186,0.2762,0.27363,0.16447,0.15778,1.59798,1.62083,1.84631,0.00659862,0.00659862,0.00659862
3,620.975,1.51278,1.56071,1.63851,0.55939,0.35113,0.34507,0.21143,0.20505,1.37228,1.32336,1.59189,0.00979998,0.00979998,0.00979998
4,826.164,1.36169,1.31186,1.49349,0.62164,0.42162,0.41433,0.2505,0.24686,1.25005,1.15043,1.46529,0.009703,0.009703,0.009703
5,1034.41,1.25895,1.1175,1.40047,0.6579,0.45804,0.4715,0.28493,0.28231,1.19669,1.03595,1.40854,0.009604,0.009604,0.009604
6,1244.56,1.20823,1.02492,1.36092,0.64919,0.51062,0.52144,0.32127,0.31684,1.14335,0.95921,1.36256,0.009505,0.009505,0.009505
7,1446.72,1.16476,0.9596,1.32645,0.60768,0.54471,0.54719,0.34258,0.33477,1.10063,0.8958,1.3256,0.009406,0.009406,0.009406
8,1647.86,1.13859,0.91884,1.30504,0.66656,0.55909,0.57556,0.36735,0.35542,1.07715,0.86151,1.30314,0.009307,0.009307,0.009307
9,1856.42,1.1115,0.88203,1.28368,0.65869,0.58881,0.59086,0.38005,0.36808,1.05325,0.83006,1.28266,0.009208,0.009208,0.009208
10,2061.21,1.09835,0.86081,1.27525,0.66721,0.59938,0.60529,0.39246,0.37996,1.03353,0.81058,1.26504,0.009109,0.009109,0.009109
11,2262.54,1.0837,0.83804,1.26284,0.6783,0.61209,0.61881,0.40275,0.38793,1.02189,0.7959,1.25431,0.00901,0.00901,0.00901
12,2464.14,1.07217,0.82478,1.25373,0.69043,0.62,0.63141,0.41896,0.40099,1.00482,0.76901,1.23898,0.008911,0.008911,0.008911
13,2662.28,1.05942,0.80796,1.24502,0.69251,0.61933,0.64095,0.42163,0.40627,0.99278,0.75181,1.22941,0.008812,0.008812,0.008812
14,2864.49,1.05035,0.7959,1.23854,0.70491,0.63215,0.64929,0.43061,0.41306,0.98078,0.73156,1.21991,0.008713,0.008713,0.008713
15,3064.5,1.03988,0.77969,1.2282,0.70979,0.63923,0.65352,0.43218,0.41755,0.97408,0.73118,1.21173,0.008614,0.008614,0.008614
16,3266.55,1.03145,0.77406,1.2242,0.7133,0.64763,0.66272,0.44326,0.42683,0.96473,0.71243,1.20345,0.008515,0.008515,0.008515
17,3465.03,1.02592,0.76157,1.21778,0.7136,0.66488,0.66733,0.45181,0.43073,0.95863,0.70619,1.19872,0.008416,0.008416,0.008416
18,3666.61,1.01968,0.75262,1.21292,0.71898,0.66408,0.6751,0.45459,0.43639,0.95212,0.6978,1.19197,0.008317,0.008317,0.008317
19,3864.6,1.01373,0.74827,1.20837,0.72315,0.66798,0.68011,0.46085,0.44113,0.94342,0.69032,1.1843,0.008218,0.008218,0.008218
20,4063.3,1.00817,0.73862,1.20475,0.73763,0.66801,0.68619,0.46455,0.4459,0.93972,0.68187,1.1824,0.008119,0.008119,0.008119
21,4263.5,1.00289,0.73344,1.20132,0.73038,0.67694,0.68709,0.4711,0.44889,0.93555,0.67644,1.1778,0.00802,0.00802,0.00802
22,4465.35,1.0003,0.72715,1.19704,0.73214,0.68469,0.69508,0.47423,0.45388,0.93105,0.66854,1.17194,0.007921,0.007921,0.007921
23,4674.13,0.9938,0.72111,1.19399,0.73384,0.68418,0.69648,0.47704,0.45559,0.92612,0.66219,1.16922,0.007822,0.007822,0.007822
24,4884.5,0.98978,0.71607,1.18999,0.73868,0.68717,0.70043,0.48133,0.45919,0.92083,0.65835,1.16545,0.007723,0.007723,0.007723
25,5087.67,0.98552,0.70859,1.18604,0.73858,0.69134,0.70267,0.48387,0.46193,0.91772,0.65306,1.16216,0.007624,0.007624,0.007624
26,5288.14,0.97949,0.70691,1.18438,0.74198,0.68718,0.7051,0.48754,0.46451,0.91414,0.64925,1.15944,0.007525,0.007525,0.007525
27,5491.1,0.97837,0.70413,1.18117,0.74788,0.69186,0.70717,0.49124,0.46702,0.91007,0.64494,1.15712,0.007426,0.007426,0.007426
28,5692.24,0.97704,0.70022,1.18096,0.74583,0.69535,0.70967,0.49175,0.4683,0.90683,0.64132,1.15376,0.007327,0.007327,0.007327
29,5894.44,0.9717,0.69226,1.17631,0.74611,0.69775,0.71245,0.49474,0.46974,0.90618,0.63809,1.15235,0.007228,0.007228,0.007228
30,6097.25,0.97098,0.69385,1.17529,0.74937,0.69978,0.71336,0.49579,0.47177,0.90312,0.63487,1.14997,0.007129,0.007129,0.007129
31,6295.88,0.96686,0.68881,1.17339,0.75136,0.70053,0.71589,0.49755,0.47288,0.90116,0.63227,1.14864,0.00703,0.00703,0.00703
32,6496.22,0.96155,0.68117,1.16992,0.755,0.70329,0.71826,0.49839,0.47509,0.89962,0.6296,1.14706,0.006931,0.006931,0.006931
33,6694.92,0.95616,0.67755,1.16392,0.75289,0.70803,0.71952,0.49953,0.47662,0.89759,0.6271,1.14503,0.006832,0.006832,0.006832
34,6894.81,0.95726,0.67429,1.16515,0.75136,0.70837,0.72099,0.50126,0.47708,0.89578,0.6253,1.14349,0.006733,0.006733,0.006733
35,7093.58,0.95298,0.66941,1.16144,0.75425,0.70891,0.72215,0.50275,0.47855,0.89432,0.62321,1.14223,0.006634,0.006634,0.006634
36,7295.29,0.95322,0.67381,1.16337,0.753,0.71017,0.72302,0.50333,0.47984,0.8928,0.62137,1.14055,0.006535,0.006535,0.006535
37,7494.15,0.95024,0.66894,1.15963,0.75646,0.70782,0.72463,0.50564,0.48132,0.89152,0.61961,1.1394,0.006436,0.006436,0.006436
38,7692.58,0.94807,0.66338,1.15765,0.75613,0.7093,0.72575,0.5066,0.48216,0.89045,0.61793,1.13831,0.006337,0.006337,0.006337
39,7893.38,0.9463,0.66271,1.15663,0.75845,0.70958,0.72662,0.50851,0.48309,0.88924,0.61658,1.1371,0.006238,0.006238,0.006238
40,8092.59,0.94267,0.66084,1.15508,0.7581,0.71161,0.72759,0.50829,0.4839,0.88815,0.61534,1.13615,0.006139,0.006139,0.006139
41,8295.12,0.94062,0.65729,1.15426,0.76016,0.71156,0.72815,0.50981,0.48476,0.88724,0.614,1.13526,0.00604,0.00604,0.00604
42,8500.79,0.93906,0.65583,1.15093,0.7606,0.71322,0.72892,0.51074,0.48568,0.8864,0.61271,1.13432,0.005941,0.005941,0.005941
43,8705,0.9378,0.65557,1.15052,0.76161,0.71364,0.7293,0.5113,0.48619,0.88553,0.61157,1.13352,0.005842,0.005842,0.005842
44,8904.69,0.93262,0.64782,1.14615,0.7634,0.71332,0.73006,0.51061,0.48684,0.88494,0.61042,1.1329,0.005743,0.005743,0.005743
45,9103.18,0.93269,0.64633,1.14636,0.76168,0.71552,0.73106,0.51203,0.48779,0.884,0.60929,1.13207,0.005644,0.005644,0.005644
46,9306.11,0.93001,0.64179,1.14451,0.76221,0.71595,0.73162,0.5144,0.48833,0.8834,0.60821,1.13138,0.005545,0.005545,0.005545
47,9509.11,0.92974,0.64314,1.1439,0.76187,0.71697,0.73232,0.51605,0.48902,0.88261,0.60697,1.13069,0.005446,0.005446,0.005446
48,9710.43,0.92809,0.64107,1.14378,0.76237,0.71611,0.73237,0.51649,0.48931,0.88192,0.60618,1.13008,0.005347,0.005347,0.005347
49,9910.91,0.92328,0.63604,1.1386,0.76363,0.71528,0.73266,0.51727,0.48965,0.88125,0.60518,1.12955,0.005248,0.005248,0.005248
50,10112.5,0.92244,0.63552,1.13983,0.76358,0.71659,0.73357,0.51773,0.49054,0.88066,0.60445,1.12895,0.005149,0.005149,0.005149
51,10311.2,0.9232,0.6319,1.13955,0.76487,0.71605,0.73376,0.51908,0.49081,0.88005,0.60355,1.12837,0.00505,0.00505,0.00505
52,10512,0.91803,0.62924,1.1368,0.76578,0.71579,0.73487,0.5202,0.49154,0.8794,0.60278,1.12767,0.004951,0.004951,0.004951
53,10710.4,0.92075,0.63043,1.13908,0.76527,0.71753,0.73575,0.52172,0.49206,0.87884,0.60199,1.12713,0.004852,0.004852,0.004852
54,10909,0.91389,0.62599,1.13139,0.76642,0.71622,0.73603,0.52267,0.49261,0.87832,0.6011,1.12655,0.004753,0.004753,0.004753
55,11110.2,0.91385,0.62276,1.13343,0.7661,0.71702,0.73656,0.52265,0.49319,0.8776,0.6,1.12592,0.004654,0.004654,0.004654
56,11308.6,0.90977,0.62318,1.13053,0.76669,0.71673,0.73677,0.52403,0.49372,0.87698,0.59919,1.12531,0.004555,0.004555,0.004555
57,11511,0.91184,0.62305,1.13201,0.76804,0.71788,0.73793,0.52427,0.4944,0.87652,0.59827,1.12475,0.004456,0.004456,0.004456
58,11712.4,0.90924,0.62025,1.13225,0.7695,0.71755,0.73836,0.52468,0.49501,0.87597,0.59741,1.12419,0.004357,0.004357,0.004357
59,11918.9,0.90569,0.61617,1.12779,0.76979,0.7185,0.73879,0.52458,0.49518,0.87548,0.59666,1.12367,0.004258,0.004258,0.004258
60,12126,0.90193,0.61362,1.12423,0.76913,0.71944,0.73913,0.52403,0.49577,0.87486,0.59571,1.12313,0.004159,0.004159,0.004159
61,12336.1,0.90328,0.61442,1.12599,0.76862,0.72054,0.73928,0.52466,0.49635,0.87431,0.59469,1.12255,0.00406,0.00406,0.00406
62,12538.7,0.90056,0.61042,1.12337,0.76896,0.72071,0.7396,0.52621,0.49684,0.87376,0.5939,1.12194,0.003961,0.003961,0.003961
63,12738.7,0.89915,0.60816,1.12243,0.76818,0.72188,0.7403,0.52628,0.49755,0.87308,0.59308,1.12138,0.003862,0.003862,0.003862
64,12942.4,0.89971,0.60836,1.12298,0.76891,0.72206,0.74077,0.5264,0.49788,0.87256,0.59201,1.12086,0.003763,0.003763,0.003763
65,13146.9,0.89497,0.60568,1.12108,0.76838,0.72295,0.74156,0.52746,0.49851,0.87202,0.59119,1.12031,0.003664,0.003664,0.003664
66,13349.9,0.89426,0.60365,1.12025,0.77125,0.72204,0.742,0.5282,0.49876,0.87128,0.59016,1.11966,0.003565,0.003565,0.003565
67,13548.4,0.89377,0.60201,1.11841,0.77015,0.7235,0.74267,0.5298,0.49931,0.87062,0.58931,1.11906,0.003466,0.003466,0.003466
68,13749.8,0.89269,0.59984,1.11739,0.77014,0.7244,0.74323,0.53008,0.4998,0.87005,0.58847,1.1185,0.003367,0.003367,0.003367
69,13947.9,0.89013,0.5988,1.11736,0.77064,0.72436,0.744,0.53106,0.50049,0.8693,0.58763,1.11782,0.003268,0.003268,0.003268
70,14146.8,0.88571,0.59468,1.11483,0.77157,0.7244,0.74508,0.53164,0.50131,0.86868,0.58661,1.11726,0.003169,0.003169,0.003169
71,14348.1,0.88619,0.59385,1.11566,0.77143,0.72509,0.74557,0.53271,0.50187,0.86809,0.58556,1.11671,0.00307,0.00307,0.00307
72,14546.2,0.88439,0.58963,1.11278,0.77192,0.72529,0.74601,0.53335,0.50254,0.86747,0.58466,1.11611,0.002971,0.002971,0.002971
73,14747,0.88069,0.59492,1.11152,0.77257,0.72583,0.74676,0.53374,0.50312,0.86687,0.58375,1.11553,0.002872,0.002872,0.002872
74,14946.8,0.88104,0.59054,1.11126,0.77397,0.72585,0.74736,0.53359,0.5036,0.86627,0.58288,1.11499,0.002773,0.002773,0.002773
75,15147.3,0.87871,0.587,1.11035,0.77453,0.72637,0.74772,0.53447,0.5043,0.86553,0.582,1.11434,0.002674,0.002674,0.002674
76,15345.5,0.87912,0.5846,1.10955,0.77632,0.72547,0.74864,0.53504,0.50502,0.86484,0.58112,1.11372,0.002575,0.002575,0.002575
77,15550.7,0.87798,0.58425,1.10898,0.77756,0.72556,0.74937,0.53568,0.50558,0.86433,0.58021,1.1132,0.002476,0.002476,0.002476
