0.509,-0.1,0.874,3.052,4.639,2.625,-5.383,-31.976,21.171
0.51,-0.101,0.88,1.526,3.479,1.465,-5.339,-31.74,20.446
0.517,-0.1,0.87,-1.282,0.305,0.488,-5.356,-31.586,19.616
0.507,-0.085,0.853,-0.732,-0.977,-0.061,-5.444,-31.586,18.814
0.498,-0.086,0.86,0.732,1.526,0.61,-5.438,-31.525,18.012
0.506,-0.088,0.866,1.16,1.648,0.244,-5.411,-31.404,17.249
0.509,-0.094,0.872,1.16,0.427,0.366,-5.356,-31.317,16.529
0.512,-0.099,0.87,-0.61,-0.977,0.366,-5.378,-31.306,15.831
0.503,-0.094,0.863,0.244,-0.549,0.0,-5.411,-31.284,15.128
0.498,-0.09,0.861,0.61,-0.061,0.122,-5.405,-31.267,14.392
0.51,-0.092,0.865,0.0,1.16,0.244,-5.394,-31.163,13.661
0.502,-0.094,0.865,-0.183,0.0,0.061,-5.411,-31.113,13.019
0.502,-0.088,0.868,0.061,0.122,0.061,-5.438,-31.075,12.343
0.509,-0.094,0.864,0.0,0.061,0.061,-5.46,-31.031,11.662
0.506,-0.093,0.866,-0.122,-0.61,0.183,-5.482,-31.014,11.019
0.499,-0.092,0.859,0.488,0.183,-0.122,-5.477,-30.998,10.421
0.503,-0.089,0.872,0.793,0.732,0.244,-5.46,-30.943,9.893
0.502,-0.096,0.863,-0.061,-0.305,0.122,-5.46,-30.91,9.421
0.504,-0.088,0.865,0.122,0.0,0.0,-5.477,-30.883,8.899
0.501,-0.078,0.845,2.258,-4.272,-2.319,-5.416,-30.948,8.355
0.479,-0.098,0.875,3.296,1.221,1.404,-5.24,-31.031,7.866
0.521,-0.101,0.874,1.099,1.709,-0.854,-5.197,-30.668,7.377
0.497,-0.091,0.881,0.366,-4.761,-0.977,-5.158,-30.8,6.91
0.49,-0.099,0.846,-1.587,2.319,-0.732,-5.268,-30.751,6.394
0.532,-0.055,0.85,0.183,2.014,-1.831,-5.273,-30.624,5.85
0.498,-0.089,0.878,1.831,3.052,2.136,-5.18,-30.498,5.532
0.472,-0.089,0.867,-1.587,11.23,-0.916,-5.202,-30.135,5.098
0.501,-0.072,0.846,0.61,10.803,-0.366,-5.202,-29.553,4.504
0.481,-0.066,0.82,16.907,-2.686,1.77,-4.796,-29.388,4.191
0.433,-0.064,0.842,20.264,2.93,2.625,-3.933,-29.427,4.016
0.389,-0.033,0.898,17.273,28.625,-0.732,-2.988,-28.718,3.615
0.486,0.001,0.896,13.916,46.326,-2.441,-2.164,-26.735,2.84
0.552,-0.004,0.927,30.64,8.179,11.353,-1.038,-25.631,2.736
0.3,-0.083,0.991,25.574,18.799,19.47,-0.071,-25.01,3.587
0.301,-0.064,0.932,10.803,11.292,1.648,0.45,-24.225,3.527
0.329,0.003,0.903,7.324,21.851,-3.662,0.797,-23.302,2.45
