epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,387.74,3.64749,4.95847,4.02015,0.22749,0.0624,0.04932,0.01151,0.02041,2.6975,3.30222,3.17665,0.00332508,0.00332508,0.00332508
2,700.21,2.13433,2.44989,2.34134,0.67332,0.21548,0.21285,0.12123,0.11988,1.69279,1.82071,1.93918,0.0065925,0.0065925,0.0065925
3,978.104,1.62828,1.71499,1.74097,0.58386,0.29876,0.29446,0.17286,0.16883,1.44528,1.62589,1.64475,0.00979391,0.00979391,0.00979391
4,1184.93,1.38683,1.34979,1.51312,0.6378,0.37937,0.38818,0.23391,0.23075,1.27155,1.16957,1.48673,0.009703,0.009703,0.009703
5,1388.76,1.25645,1.12088,1.40387,0.62246,0.4619,0.46399,0.28531,0.28016,1.15852,0.99849,1.39811,0.009604,0.009604,0.009604
6,1594.15,1.19345,1.00917,1.35562,0.5998,0.49403,0.50177,0.31197,0.30474,1.12223,0.9092,1.35705,0.009505,0.009505,0.009505
7,1798.9,1.14972,0.93536,1.32154,0.6321,0.5283,0.53179,0.32689,0.32338,1.08536,0.84589,1.32528,0.009406,0.009406,0.009406
8,2001.76,1.11625,0.88748,1.29845,0.60813,0.55434,0.55185,0.34723,0.33801,1.06343,0.82829,1.30302,0.009307,0.009307,0.009307
9,2205.4,1.0981,0.85731,1.28338,0.68641,0.58144,0.59219,0.38262,0.37075,1.02204,0.76959,1.27571,0.009208,0.009208,0.009208
10,2411.82,1.07658,0.8295,1.26895,0.65457,0.5998,0.59651,0.39022,0.3757,1.00939,0.74069,1.26138,0.009109,0.009109,0.009109
11,2615.27,1.05989,0.80376,1.25682,0.67745,0.61132,0.61676,0.40431,0.38838,0.99457,0.72269,1.25088,0.00901,0.00901,0.00901
12,2902.7,1.04865,0.78839,1.24835,0.67665,0.62448,0.62829,0.41296,0.39928,0.98513,0.70316,1.23974,0.008911,0.008911,0.008911
13,3214.27,1.0391,0.77522,1.24196,0.68358,0.642,0.64186,0.42811,0.40993,0.96835,0.69105,1.22631,0.008812,0.008812,0.008812
14,3525.43,1.02969,0.75888,1.23212,0.697,0.64097,0.64398,0.42903,0.41307,0.95522,0.67127,1.22009,0.008713,0.008713,0.008713
15,3837.96,1.01583,0.74595,1.22535,0.69524,0.64733,0.65237,0.44184,0.42362,0.94391,0.65665,1.21122,0.008614,0.008614,0.008614
16,4197.45,1.01224,0.74021,1.22163,0.72177,0.65054,0.66656,0.44627,0.43178,0.93943,0.65337,1.20386,0.008515,0.008515,0.008515
17,4508.72,1.00116,0.727,1.21606,0.71402,0.65378,0.66596,0.45336,0.43525,0.9304,0.64116,1.20126,0.008416,0.008416,0.008416
18,4821.88,0.99674,0.71714,1.21045,0.72869,0.66296,0.67925,0.4588,0.44126,0.92947,0.63235,1.19818,0.008317,0.008317,0.008317
19,5133.67,0.99276,0.71246,1.20959,0.7247,0.67283,0.67898,0.46614,0.44454,0.91922,0.62769,1.1898,0.008218,0.008218,0.008218
20,5445.4,0.98604,0.70346,1.20317,0.73504,0.67224,0.68594,0.47393,0.45205,0.914,0.61751,1.18612,0.008119,0.008119,0.008119
21,5757.11,0.98135,0.69943,1.20296,0.73663,0.68019,0.69456,0.47797,0.45877,0.90554,0.60646,1.17932,0.00802,0.00802,0.00802
22,6069.43,0.97492,0.69189,1.19541,0.7404,0.67945,0.69785,0.48037,0.45984,0.90373,0.606,1.17819,0.007921,0.007921,0.007921
23,6380.87,0.97217,0.68743,1.19561,0.74593,0.6842,0.70057,0.48418,0.46267,0.89914,0.59924,1.17431,0.007822,0.007822,0.007822
24,6692.99,0.96556,0.68346,1.19281,0.74789,0.68515,0.7034,0.48756,0.46607,0.89462,0.59549,1.171,0.007723,0.007723,0.007723
25,7006.88,0.96375,0.67962,1.19018,0.74826,0.69107,0.71034,0.49484,0.47155,0.89092,0.58799,1.16784,0.007624,0.007624,0.007624
26,7318.38,0.96172,0.67351,1.18817,0.75261,0.68852,0.71151,0.49359,0.47254,0.88464,0.58657,1.16402,0.007525,0.007525,0.007525
27,7631.7,0.9573,0.67045,1.18567,0.74994,0.69884,0.71259,0.49799,0.475,0.88347,0.58225,1.16235,0.007426,0.007426,0.007426
28,7947.44,0.95261,0.66412,1.18196,0.75,0.70269,0.71594,0.50022,0.47791,0.88084,0.57958,1.16094,0.007327,0.007327,0.007327
29,8259.51,0.94916,0.6616,1.17801,0.75236,0.7006,0.71825,0.50347,0.48012,0.87892,0.57635,1.15915,0.007228,0.007228,0.007228
30,8570,0.94786,0.6574,1.17599,0.75666,0.70252,0.72223,0.507,0.48223,0.87619,0.57318,1.15669,0.007129,0.007129,0.007129
31,8807.14,0.94255,0.65402,1.17612,0.75587,0.70562,0.72462,0.50943,0.48393,0.87364,0.57003,1.15443,0.00703,0.00703,0.00703
32,9010.21,0.94113,0.64978,1.17468,0.7574,0.70573,0.72672,0.51176,0.486,0.87161,0.56802,1.15264,0.006931,0.006931,0.006931
33,9212.99,0.94043,0.64937,1.17279,0.75797,0.70944,0.72889,0.51398,0.48822,0.86987,0.56613,1.15176,0.006832,0.006832,0.006832
34,9476.78,0.93678,0.64522,1.17175,0.7581,0.71178,0.73032,0.51567,0.48993,0.86819,0.56423,1.15077,0.006733,0.006733,0.006733
35,9795.66,0.93187,0.64215,1.16905,0.7575,0.70975,0.73012,0.51297,0.48963,0.86621,0.56245,1.14941,0.006634,0.006634,0.006634
36,10114.8,0.93246,0.64208,1.16903,0.75889,0.7094,0.73111,0.51528,0.49101,0.86484,0.56095,1.14854,0.006535,0.006535,0.006535
37,10433.6,0.92801,0.63549,1.16485,0.75856,0.71388,0.73193,0.51661,0.49245,0.86319,0.55919,1.14718,0.006436,0.006436,0.006436
38,10752,0.92579,0.63313,1.16331,0.75941,0.71501,0.73332,0.51716,0.4939,0.86204,0.55739,1.14633,0.006337,0.006337,0.006337
39,11070.3,0.92378,0.63059,1.16291,0.75873,0.71808,0.73479,0.51874,0.49544,0.86123,0.5558,1.14544,0.006238,0.006238,0.006238
40,11390.4,0.92195,0.62804,1.1622,0.75981,0.71711,0.73548,0.51897,0.49585,0.86012,0.55454,1.1445,0.006139,0.006139,0.006139
41,11717.9,0.92118,0.62677,1.16013,0.75966,0.72044,0.73638,0.5207,0.49647,0.85926,0.55328,1.14392,0.00604,0.00604,0.00604
42,12038.6,0.91647,0.62462,1.15806,0.7592,0.72299,0.73696,0.52233,0.49721,0.85858,0.55205,1.14328,0.005941,0.005941,0.005941
43,12357.7,0.91508,0.62023,1.15448,0.75716,0.72468,0.73775,0.52279,0.49779,0.85773,0.55081,1.14268,0.005842,0.005842,0.005842
44,12677.5,0.91241,0.61783,1.15334,0.75572,0.72785,0.73813,0.52345,0.49814,0.85706,0.54964,1.14195,0.005743,0.005743,0.005743
45,12996.7,0.9117,0.61721,1.15437,0.75812,0.7264,0.73914,0.52453,0.49901,0.85655,0.54873,1.14152,0.005644,0.005644,0.005644
46,13314.6,0.91288,0.61437,1.1547,0.76278,0.7253,0.73984,0.5259,0.49968,0.85588,0.54786,1.14092,0.005545,0.005545,0.005545
47,13633.5,0.90954,0.61194,1.1526,0.76412,0.72517,0.74019,0.52612,0.49994,0.85538,0.5472,1.14051,0.005446,0.005446,0.005446
48,13952.2,0.90812,0.61142,1.15235,0.76487,0.72551,0.74057,0.5263,0.50013,0.85483,0.54635,1.14002,0.005347,0.005347,0.005347
49,14270.3,0.90352,0.60842,1.14978,0.7658,0.72605,0.74118,0.5269,0.5007,0.85439,0.54578,1.1396,0.005248,0.005248,0.005248
50,14589.5,0.90166,0.60563,1.1488,0.76681,0.7259,0.7416,0.52811,0.50156,0.85389,0.54521,1.13926,0.005149,0.005149,0.005149
51,14908.7,0.9012,0.60448,1.14734,0.76733,0.72669,0.74226,0.52917,0.50224,0.85324,0.54451,1.13876,0.00505,0.00505,0.00505
52,15230.1,0.89874,0.60189,1.14617,0.76801,0.72638,0.74286,0.52908,0.50269,0.85274,0.54373,1.13829,0.004951,0.004951,0.004951
53,15552.3,0.89576,0.59878,1.14542,0.76979,0.72585,0.74322,0.52974,0.5031,0.85217,0.54309,1.13785,0.004852,0.004852,0.004852
54,15872.7,0.89221,0.59643,1.14091,0.76865,0.72659,0.74359,0.5303,0.50369,0.85156,0.54232,1.13735,0.004753,0.004753,0.004753
55,16190.9,0.89382,0.59586,1.14376,0.76767,0.72758,0.74387,0.53108,0.50396,0.85113,0.5416,1.13693,0.004654,0.004654,0.004654
56,16510.4,0.89324,0.597,1.14374,0.76908,0.7285,0.74478,0.53144,0.50448,0.85059,0.54078,1.13642,0.004555,0.004555,0.004555
57,16829.5,0.89133,0.59442,1.14219,0.76821,0.72949,0.74514,0.5314,0.50489,0.85026,0.54022,1.13609,0.004456,0.004456,0.004456
58,17149.4,0.88774,0.5915,1.14031,0.76875,0.72982,0.74554,0.53235,0.50509,0.84971,0.53969,1.13559,0.004357,0.004357,0.004357
59,17469.2,0.88962,0.58935,1.13972,0.76943,0.72964,0.7461,0.53302,0.50564,0.84925,0.53903,1.13515,0.004258,0.004258,0.004258
60,17776.6,0.88499,0.58503,1.13592,0.77116,0.72933,0.74702,0.53393,0.50625,0.84874,0.53823,1.13467,0.004159,0.004159,0.004159
61,17980.2,0.88538,0.58956,1.13702,0.77151,0.7298,0.74741,0.53533,0.5068,0.84829,0.53758,1.13424,0.00406,0.00406,0.00406
62,18184.7,0.88072,0.58125,1.13306,0.77114,0.7312,0.748,0.53616,0.5073,0.8478,0.53685,1.13382,0.003961,0.003961,0.003961
63,18390.3,0.87928,0.58081,1.13461,0.77242,0.73063,0.74834,0.53579,0.50794,0.84723,0.53619,1.13339,0.003862,0.003862,0.003862
64,18594.9,0.87976,0.58229,1.13262,0.77188,0.73181,0.74888,0.53655,0.50816,0.84671,0.53555,1.13303,0.003763,0.003763,0.003763
65,18800.7,0.87396,0.57826,1.13106,0.77093,0.73279,0.74887,0.53709,0.50856,0.84623,0.53489,1.13258,0.003664,0.003664,0.003664
66,19007.3,0.8766,0.57628,1.13099,0.773,0.73238,0.74953,0.53773,0.50923,0.84571,0.5344,1.13215,0.003565,0.003565,0.003565
67,19215.7,0.87032,0.57341,1.1269,0.77234,0.73449,0.75018,0.53794,0.50974,0.84525,0.53368,1.13172,0.003466,0.003466,0.003466
68,19421.7,0.87139,0.57413,1.12862,0.77324,0.73484,0.75078,0.53819,0.51,0.84471,0.53306,1.13129,0.003367,0.003367,0.003367
69,19626.9,0.87114,0.57297,1.12714,0.77204,0.73674,0.75135,0.53935,0.51058,0.84419,0.5324,1.13073,0.003268,0.003268,0.003268
70,19831.3,0.86951,0.57109,1.12855,0.7733,0.73693,0.75205,0.54041,0.51131,0.84352,0.53165,1.13019,0.003169,0.003169,0.003169
71,20034.8,0.86603,0.56871,1.12495,0.77296,0.73693,0.7522,0.54077,0.51179,0.84296,0.53103,1.12971,0.00307,0.00307,0.00307
72,20258.1,0.86452,0.56601,1.1247,0.77316,0.73777,0.75261,0.5419,0.51226,0.8424,0.53033,1.12925,0.002971,0.002971,0.002971
73,20577.5,0.86366,0.5644,1.12296,0.77457,0.73847,0.7535,0.54141,0.51264,0.84184,0.52969,1.12875,0.002872,0.002872,0.002872
74,20832.5,0.86045,0.56236,1.12091,0.77395,0.73923,0.7541,0.54193,0.51305,0.84121,0.52904,1.12827,0.002773,0.002773,0.002773
75,21048.1,0.85944,0.5605,1.12264,0.77347,0.74009,0.75407,0.54294,0.51361,0.8407,0.52823,1.12776,0.002674,0.002674,0.002674
76,21263,0.85823,0.56073,1.12008,0.77541,0.73946,0.75504,0.54383,0.51414,0.84007,0.52762,1.12731,0.002575,0.002575,0.002575
77,21472.8,0.85771,0.5586,1.11924,0.77728,0.73861,0.75583,0.54497,0.51488,0.83956,0.52697,1.12682,0.002476,0.002476,0.002476
78,21684.9,0.85578,0.55499,1.11986,0.7785,0.73856,0.75655,0.54486,0.51554,0.83901,0.52625,1.12638,0.002377,0.002377,0.002377
79,21899.5,0.8548,0.55581,1.11926,0.7788,0.73933,0.75713,0.54552,0.51604,0.83856,0.52567,1.12593,0.002278,0.002278,0.002278
80,22117.2,0.85451,0.55461,1.12005,0.78067,0.73959,0.75813,0.546,0.51657,0.83806,0.52512,1.12555,0.002179,0.002179,0.002179
81,22336.3,0.8472,0.54851,1.1145,0.78086,0.7399,0.7587,0.54624,0.51733,0.83749,0.52445,1.1251,0.00208,0.00208,0.00208
82,22553.9,0.84645,0.54721,1.11265,0.78301,0.73867,0.75884,0.54653,0.51758,0.83693,0.52377,1.12467,0.001981,0.001981,0.001981
83,22771.6,0.84634,0.54797,1.11412,0.78382,0.73853,0.75908,0.54696,0.51807,0.83644,0.52305,1.12423,0.001882,0.001882,0.001882
84,22989.9,0.84399,0.54554,1.11098,0.78426,0.73973,0.76013,0.54795,0.5186,0.83607,0.52265,1.12384,0.001783,0.001783,0.001783
85,23207.5,0.84074,0.54184,1.11044,0.78454,0.73949,0.7607,0.5498,0.51933,0.83558,0.52189,1.12337,0.001684,0.001684,0.001684
86,23422.9,0.83908,0.5404,1.11009,0.78495,0.73975,0.76123,0.54986,0.51965,0.83515,0.52129,1.12299,0.001585,0.001585,0.001585
87,23637.6,0.83923,0.53811,1.10797,0.78593,0.73984,0.76198,0.55069,0.52034,0.83467,0.52063,1.12268,0.001486,0.001486,0.001486
88,23853.1,0.8354,0.53699,1.10708,0.78568,0.74119,0.76266,0.55159,0.52097,0.83408,0.52002,1.12226,0.001387,0.001387,0.001387
89,24067.4,0.83032,0.53294,1.10182,0.7858,0.74192,0.76314,0.55265,0.52168,0.83362,0.5195,1.12189,0.001288,0.001288,0.001288
90,24282.8,0.83251,0.53212,1.10517,0.78691,0.74218,0.76352,0.55349,0.52198,0.83325,0.51893,1.12151,0.001189,0.001189,0.001189
91,24501.4,0.80995,0.50033,1.10377,0.78779,0.74195,0.76426,0.55408,0.52271,0.83281,0.51834,1.12112,0.00109,0.00109,0.00109
92,24701.5,0.80204,0.49375,1.09866,0.7877,0.74353,0.76506,0.55446,0.52324,0.83226,0.51781,1.1207,0.000991,0.000991,0.000991
93,24902.6,0.79881,0.49086,1.09522,0.78945,0.74306,0.76542,0.55408,0.52377,0.83174,0.51711,1.12028,0.000892,0.000892,0.000892
94,25102.4,0.7951,0.48747,1.09481,0.79068,0.74328,0.76662,0.55553,0.52448,0.83122,0.51661,1.11988,0.000793,0.000793,0.000793
95,25302.4,0.79143,0.48495,1.09075,0.76502,0.74365,0.76731,0.55635,0.52503,0.83067,0.51593,1.11948,0.000694,0.000694,0.000694
96,25502.1,0.78721,0.48153,1.08699,0.76471,0.74451,0.76783,0.55667,0.5257,0.83017,0.51533,1.11904,0.000595,0.000595,0.000595
97,25702.4,0.78492,0.47948,1.08448,0.76604,0.74452,0.76845,0.55714,0.5261,0.82962,0.51475,1.11862,0.000496,0.000496,0.000496
98,25902.6,0.78113,0.476,1.08457,0.76461,0.7459,0.76891,0.55739,0.52662,0.82913,0.51426,1.11822,0.000397,0.000397,0.000397
99,26103,0.77833,0.47318,1.08122,0.76486,0.74603,0.76952,0.55888,0.5272,0.82859,0.51365,1.11782,0.000298,0.000298,0.000298
100,26305,0.77571,0.47014,1.07999,0.76397,0.74754,0.77012,0.55992,0.52773,0.8281,0.51299,1.11739,0.000199,0.000199,0.000199
